Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13968.0,20,1,123.66,4,1,1,411,New Customers
13969.0,5,15,3128.09,5,5,5,555,Champions
13970.0,34,1,288.55,3,1,2,312,Need Attention
13971.0,20,6,1909.31,4,5,4,454,Champions
13974.0,178,1,264.13,1,1,2,112,Lost
13975.0,13,4,2318.83,5,4,5,545,Champions
13976.0,103,3,834.38,2,3,3,233,Need Attention
13977.0,7,1,519.8100000000001,5,1,3,513,New Customers
13979.0,173,4,1302.1100000000001,2,4,4,244,At Risk
13980.0,36,4,599.78,3,4,3,343,Loyal Customers
13981.0,12,1,331.14,5,1,2,512,New Customers
13982.0,96,5,2145.18,2,4,5,245,At Risk
13983.0,55,8,3731.39,3,5,5,355,Loyal Customers
13984.0,90,5,640.93,2,4,3,243,At Risk
13985.0,12,5,2106.08,5,4,5,545,Champions
13988.0,222,1,310.2,1,1,2,112,Lost
13989.0,60,3,759.98,3,3,3,333,Potential Loyalists
13992.0,59,1,75.9,3,1,1,311,Need Attention
13993.0,35,7,2542.35,3,5,5,355,Loyal Customers
13995.0,12,8,2121.02,5,5,5,555,Champions
13997.0,115,3,382.31,2,3,2,232,Need Attention
13998.0,43,3,566.7,3,3,3,333,Potential Loyalists
13999.0,17,15,4963.65,4,5,5,455,Champions
14000.0,10,4,1410.68,5,4,4,544,Champions
14001.0,17,5,1749.17,4,4,4,444,Champions
14003.0,329,1,209.41,1,1,1,111,Lost
14004.0,32,2,841.15,4,3,3,433,Need Attention
14006.0,125,4,1234.48,2,4,4,244,At Risk
14007.0,109,1,79.48,2,1,1,211,Lost
14008.0,29,1,509.04,4,1,3,413,New Customers
14009.0,59,1,404.3,3,1,2,312,Need Attention
14010.0,162,2,445.15,2,3,2,232,Need Attention
14011.0,76,2,457.82,3,3,2,332,Potential Loyalists
14013.0,220,1,174.2,1,1,1,111,Lost
14014.0,173,1,276.65999999999997,2,1,2,212,Lost
14016.0,71,6,6020.22,3,5,5,355,Loyal Customers
14017.0,167,1,229.75,2,1,1,211,Lost
14018.0,241,1,367.15000000000003,1,1,2,112,Lost
14020.0,73,2,606.21,3,3,3,333,Potential Loyalists
14021.0,19,3,1002.51,4,3,4,434,Need Attention
14022.0,83,1,352.15000000000003,2,1,2,212,Lost
14025.0,61,8,4057.9,3,5,5,355,Loyal Customers
14026.0,67,2,713.11,3,3,3,333,Potential Loyalists
14028.0,147,3,10396.5,2,3,5,235,Need Attention
14030.0,12,9,4284.1,5,5,5,555,Champions
14031.0,11,23,20565.66,5,5,5,555,Champions
14032.0,62,4,1224.75,3,4,4,344,Loyal Customers
14033.0,151,1,109.44,2,1,1,211,Lost
14035.0,3,4,1428.7,5,4,4,544,Champions
14037.0,75,4,689.75,3,4,3,343,Loyal Customers
14038.0,270,1,704.5500000000001,1,1,3,113,Lost
14039.0,172,1,115.08000000000001,2,1,1,211,Lost
14040.0,1,22,8765.8,5,5,5,555,Champions
14042.0,321,1,431.98,1,1,2,112,Lost
14043.0,87,2,304.25,2,3,2,232,Need Attention
14044.0,15,6,2470.28,5,5,5,555,Champions
14045.0,11,11,7939.679999999999,5,5,5,555,Champions
14047.0,29,6,2190.1,4,5,5,455,Champions
14049.0,33,6,6380.63,4,5,5,455,Champions
14051.0,5,11,4816.26,5,5,5,555,Champions
14053.0,83,1,170.8,2,1,1,211,Lost
14055.0,174,2,795.3199999999999,2,3,3,233,Need Attention
14057.0,75,4,1872.28,3,4,4,344,Loyal Customers
14058.0,59,2,469.19,3,3,3,333,Potential Loyalists
14060.0,18,8,2188.02,4,5,5,455,Champions
14061.0,103,3,917.4300000000001,2,3,4,234,Need Attention
14062.0,11,9,10303.35,5,5,5,555,Champions
14063.0,34,9,22710.2,3,5,5,355,Loyal Customers
14064.0,27,10,1978.68,4,5,5,455,Champions
14065.0,6,2,734.27,5,3,3,533,Need Attention
14068.0,199,3,1262.52,1,3,4,134,Need Attention
14069.0,111,2,230.06,2,3,1,231,Need Attention
14070.0,281,1,326.55,1,1,2,112,Lost
14072.0,263,1,390.85,1,1,2,112,Lost
14074.0,220,1,219.39999999999998,1,1,1,111,Lost
14075.0,67,2,369.39,3,3,2,332,Potential Loyalists
14078.0,71,3,507.02,3,3,3,333,Potential Loyalists
14079.0,278,1,243.63,1,1,2,112,Lost
14080.0,9,4,1070.08,5,4,4,544,Champions
14081.0,2,8,4012.06,5,5,5,555,Champions
14083.0,108,2,79.28999999999999,2,3,1,231,Need Attention
14084.0,108,1,150.5,2,1,1,211,Lost
14085.0,25,13,4583.77,4,5,5,455,Champions
14086.0,59,1,39.95,3,1,1,311,Need Attention
14087.0,1,2,651.8,5,3,3,533,Need Attention
14088.0,3,3,13544.99,5,3,5,535,Need Attention
14091.0,250,2,9530.08,1,3,5,135,Need Attention
14092.0,37,9,2698.84,3,5,5,355,Loyal Customers
14094.0,36,1,335.22,3,1,2,312,Need Attention
14095.0,319,1,2.95,1,1,1,111,Lost
14097.0,77,2,422.85999999999996,3,3,2,332,Potential Loyalists
14099.0,45,6,1982.7,3,5,5,355,Loyal Customers
14101.0,3,6,3431.94,5,5,5,555,Champions
14103.0,261,1,0.0,1,1,1,111,Lost
14104.0,144,2,394.15,2,3,2,232,Need Attention
14105.0,5,4,4722.6,5,4,5,545,Champions
14106.0,333,1,214.79999999999998,1,1,1,111,Lost
14107.0,45,4,2174.07,3,4,5,345,Loyal Customers
14108.0,327,2,447.05,1,3,2,132,Need Attention
14110.0,31,21,7304.8,4,5,5,455,Champions
14112.0,48,6,2919.44,3,5,5,355,Loyal Customers
14113.0,11,10,3918.53,5,5,5,555,Champions
14114.0,1,4,838.76,5,4,3,543,Champions
14115.0,98,2,622.6700000000001,2,3,3,233,Need Attention
14118.0,25,1,458.45,4,1,2,412,New Customers
14119.0,314,1,66.48,1,1,1,111,Lost
14122.0,2,3,362.42,5,3,2,532,Need Attention
14123.0,329,1,436.18,1,1,2,112,Lost
14126.0,40,1,466.33000000000004,3,1,3,313,Need Attention
14127.0,22,1,483.12,4,1,3,413,New Customers
14128.0,147,1,286.71,2,1,2,212,Lost
14129.0,51,3,997.02,3,3,4,334,Potential Loyalists
14130.0,14,2,1062.17,5,3,4,534,Need Attention
14131.0,245,1,187.87,1,1,1,111,Lost
14133.0,330,1,305.5,1,1,2,112,Lost
14134.0,3,13,9617.55,5,5,5,555,Champions
14135.0,20,8,4000.31,4,5,5,455,Champions
14136.0,151,4,1210.97,2,4,4,244,At Risk
14137.0,292,1,332.7,1,1,2,112,Lost
14139.0,86,3,670.98,2,3,3,233,Need Attention
14142.0,242,1,359.53000000000003,1,1,2,112,Lost
14144.0,82,1,30.599999999999998,2,1,1,211,Lost
14145.0,56,3,3857.85,3,3,5,335,Potential Loyalists
14146.0,41,6,3112.99,3,5,5,355,Loyal Customers
14147.0,34,5,1822.3,3,4,4,344,Loyal Customers
14148.0,10,1,309.09000000000003,5,1,2,512,New Customers
14151.0,269,2,679.45,1,3,3,133,Need Attention
14152.0,41,3,1021.09,3,3,4,334,Potential Loyalists
14153.0,79,1,233.4,2,1,1,211,Lost
14154.0,19,4,3407.2,4,4,5,445,Champions
14156.0,4,93,185478.24,5,5,5,555,Champions
14157.0,13,2,358.1,5,3,2,532,Need Attention
14159.0,4,8,2885.59,5,5,5,555,Champions
14160.0,206,7,8421.47,1,5,5,155,At Risk
14161.0,36,4,1925.21,3,4,4,344,Loyal Customers
14163.0,58,1,148.71,3,1,1,311,Need Attention
14166.0,101,2,256.85,2,3,2,232,Need Attention
14167.0,60,4,721.65,3,4,3,343,Loyal Customers
14168.0,17,2,370.45,4,3,2,432,Need Attention
14169.0,27,2,624.4300000000001,4,3,3,433,Need Attention
14171.0,327,1,135.0,1,1,1,111,Lost
14172.0,202,3,402.72,1,3,2,132,Need Attention
14173.0,238,2,135.16,1,3,1,131,Need Attention
14175.0,14,5,4456.58,5,4,5,545,Champions
14177.0,25,7,855.13,4,5,3,453,Champions
14180.0,11,6,880.4300000000001,5,5,3,553,Champions
14181.0,7,2,310.55,5,3,2,532,Need Attention
14182.0,40,4,678.77,3,4,3,343,Loyal Customers
14183.0,7,2,286.29,5,3,2,532,Need Attention
14186.0,24,5,1550.63,4,4,4,444,Champions
14187.0,70,1,123.5,3,1,1,311,Need Attention
14190.0,262,1,79.9,1,1,1,111,Lost
14191.0,325,1,15.9,1,1,1,111,Lost
14194.0,3,13,6808.49,5,5,5,555,Champions
14195.0,35,4,1603.6,3,4,4,344,Loyal Customers
14197.0,7,1,390.05,5,1,2,512,New Customers
14198.0,74,4,627.73,3,4,3,343,Loyal Customers
14199.0,20,3,906.3,4,3,3,433,Need Attention
14200.0,214,1,379.2,1,1,2,112,Lost
14201.0,5,3,446.1,5,3,2,532,Need Attention
14202.0,153,2,333.21000000000004,2,3,2,232,Need Attention
14204.0,19,3,901.9300000000001,4,3,3,433,Need Attention
14205.0,52,5,1339.4,3,4,4,344,Loyal Customers
14207.0,284,1,157.8,1,1,1,111,Lost
14208.0,148,1,415.31,2,1,2,212,Lost
14209.0,28,7,2241.34,4,5,5,455,Champions
14210.0,33,10,3650.73,4,5,5,455,Champions
14211.0,8,9,2161.19,5,5,5,555,Champions
14212.0,42,1,1119.6599999999999,3,1,4,314,Need Attention
14213.0,1,1,1192.2,5,1,4,514,New Customers
14215.0,67,3,1460.61,3,3,4,334,Potential Loyalists
14216.0,10,1,310.74,5,1,2,512,New Customers
14217.0,14,3,915.98,5,3,4,534,Need Attention
14219.0,6,2,543.89,5,3,3,533,Need Attention
14220.0,164,2,882.5999999999999,2,3,3,233,Need Attention
14221.0,45,8,3084.69,3,5,5,355,Loyal Customers
14224.0,41,4,793.18,3,4,3,343,Loyal Customers
14225.0,31,4,2037.02,4,4,5,445,Champions
14226.0,37,1,770.34,3,1,3,313,Need Attention
14227.0,11,5,3017.75,5,4,5,545,Champions
14228.0,34,3,745.5,3,3,3,333,Potential Loyalists
14229.0,34,2,719.24,3,3,3,333,Potential Loyalists
14230.0,32,3,979.8000000000001,4,3,4,434,Need Attention
14231.0,47,1,309.91,3,1,2,312,Need Attention
14233.0,61,3,1441.55,3,3,4,334,Potential Loyalists
14235.0,94,4,1573.1299999999999,2,4,4,244,At Risk
14236.0,27,3,1064.48,4,3,4,434,Need Attention
14237.0,187,1,310.14,1,1,2,112,Lost
14238.0,259,2,287.38,1,3,2,132,Need Attention
14239.0,27,10,1882.3200000000002,4,5,4,454,Champions
14240.0,20,1,357.15,4,1,2,412,New Customers
14241.0,292,1,120.0,1,1,1,111,Lost
14243.0,7,5,3869.63,5,4,5,545,Champions
14244.0,257,1,366.41999999999996,1,1,2,112,Lost
14247.0,43,3,510.29,3,3,3,333,Potential Loyalists
14248.0,55,2,730.37,3,3,3,333,Potential Loyalists
14249.0,7,12,5625.461,5,5,5,555,Champions
14253.0,89,2,363.40000000000003,2,3,2,232,Need Attention
14254.0,29,1,601.03,4,1,3,413,New Customers
14255.0,142,1,1000.63,2,1,4,214,Lost
14256.0,88,3,1504.93,2,3,4,234,Need Attention
14257.0,34,3,2466.53,3,3,5,335,Potential Loyalists
14258.0,32,14,18163.9,4,5,5,455,Champions
14260.0,67,3,824.28,3,3,3,333,Potential Loyalists
14263.0,19,1,322.93,4,1,2,412,New Customers
14264.0,49,3,850.54,3,3,3,333,Potential Loyalists
14265.0,61,2,843.17,3,3,3,333,Potential Loyalists
14266.0,25,1,40.56,4,1,1,411,New Customers
14268.0,67,1,354.85,3,1,2,312,Need Attention
14269.0,36,1,295.73,3,1,2,312,Need Attention
14271.0,5,1,106.81,5,1,1,511,New Customers
14272.0,159,2,482.85,2,3,3,233,Need Attention
14274.0,283,1,256.6,1,1,2,112,Lost
14275.0,33,4,744.64,4,4,3,443,Champions
14276.0,3,4,982.94,5,4,4,544,Champions
14277.0,8,6,13009.61,5,5,5,555,Champions
14278.0,6,1,205.83,5,1,1,511,New Customers
14279.0,117,2,191.86,2,3,1,231,Need Attention
14281.0,4,1,245.15,5,1,2,512,New Customers
14282.0,27,7,2800.9,4,5,5,455,Champions
14283.0,59,4,628.4399999999999,3,4,3,343,Loyal Customers
14284.0,250,1,704.4,1,1,3,113,Lost
14285.0,109,4,1374.41,2,4,4,244,At Risk
14286.0,236,3,2613.02,1,3,5,135,Need Attention
14290.0,10,3,2201.91,5,3,5,535,Need Attention
14291.0,17,10,3524.22,4,5,5,455,Champions
14292.0,7,7,4354.32,5,5,5,555,Champions
14293.0,283,3,1259.35,1,3,4,134,Need Attention
14294.0,3,1,375.34,5,1,2,512,New Customers
14295.0,35,4,2196.71,3,4,5,345,Loyal Customers
14296.0,17,2,456.40000000000003,4,3,2,432,Need Attention
14298.0,6,36,36446.15,5,5,5,555,Champions
14299.0,20,17,8693.27,4,5,5,455,Champions
14301.0,12,3,1352.04,5,3,4,534,Need Attention
14302.0,27,3,742.9000000000001,4,3,3,433,Need Attention
14303.0,3,2,277.94,5,3,2,532,Need Attention
14304.0,167,1,671.97,2,1,3,213,Lost
14306.0,95,2,453.28000000000003,2,3,2,232,Need Attention
14307.0,105,4,1292.2,2,4,4,244,At Risk
14308.0,145,2,1147.02,2,3,4,234,Need Attention
14309.0,10,2,1428.28,5,3,4,534,Need Attention
14310.0,29,1,492.1,4,1,3,413,New Customers
14311.0,164,1,206.19,2,1,1,211,Lost
14312.0,13,2,953.13,5,3,4,534,Need Attention
14314.0,27,1,109.80000000000001,4,1,1,411,New Customers
14315.0,161,2,716.69,2,3,3,233,Need Attention
14316.0,18,5,1370.34,4,4,4,444,Champions
14318.0,56,1,158.02,3,1,1,311,Need Attention
14319.0,21,1,494.85,4,1,3,413,New Customers
14320.0,143,3,868.96,2,3,3,233,Need Attention
14321.0,28,2,687.3100000000001,4,3,3,433,Need Attention
14322.0,25,4,474.1,4,4,3,443,Champions
14324.0,6,2,701.61,5,3,3,533,Need Attention
14325.0,166,1,245.48000000000002,2,1,2,212,Lost
14326.0,60,2,757.13,3,3,3,333,Potential Loyalists
14327.0,33,4,1268.32,4,4,4,444,Champions
14328.0,34,1,445.05,3,1,2,312,Need Attention
14329.0,25,7,4350.19,4,5,5,455,Champions
14330.0,220,1,200.63,1,1,1,111,Lost
14332.0,13,1,561.5,5,1,3,513,New Customers
14334.0,22,4,1766.27,4,4,4,444,Champions
14338.0,133,1,339.88,2,1,2,212,Lost
14339.0,25,1,310.75,4,1,2,412,New Customers
14341.0,16,10,2285.04,4,5,5,455,Champions
14342.0,29,2,249.88,4,3,2,432,Need Attention
14343.0,18,4,1088.91,4,4,4,444,Champions
14344.0,12,9,1613.02,5,5,4,554,Champions
14346.0,21,3,1294.17,4,3,4,434,Need Attention
14347.0,333,1,82.6,1,1,1,111,Lost
14350.0,26,1,383.65,4,1,2,412,New Customers
14353.0,6,2,285.9,5,3,2,532,Need Attention
14355.0,45,2,665.65,3,3,3,333,Potential Loyalists
14358.0,24,1,249.45999999999998,4,1,2,412,New Customers
14361.0,175,1,214.70999999999998,1,1,1,111,Lost
14363.0,47,1,78.15,3,1,1,311,Need Attention
14365.0,278,1,324.5,1,1,2,112,Lost
14366.0,121,1,136.0,2,1,1,211,Lost
14369.0,238,2,469.13,1,3,3,133,Need Attention
14370.0,47,6,1175.78,3,5,4,354,Loyal Customers
14372.0,39,2,860.08,3,3,3,333,Potential Loyalists
14374.0,137,1,108.0,2,1,1,211,Lost
14375.0,46,2,875.31,3,3,3,333,Potential Loyalists
14376.0,279,1,215.46,1,1,1,111,Lost
14378.0,218,1,131.25,1,1,1,111,Lost
14379.0,76,1,320.76,3,1,2,312,Need Attention
14380.0,278,1,48.96,1,1,1,111,Lost
14381.0,47,1,428.65999999999997,3,1,2,312,Need Attention
14384.0,97,1,58.5,2,1,1,211,Lost
14388.0,13,7,2695.85,5,5,5,555,Champions
14389.0,21,3,854.55,4,3,3,433,Need Attention
14390.0,21,1,680.4300000000001,4,1,3,413,New Customers
14391.0,173,1,135.6,2,1,1,211,Lost
14392.0,29,1,266.4,4,1,2,412,New Customers
14394.0,161,1,93.8,2,1,1,211,Lost
14395.0,14,10,4115.35,5,5,5,555,Champions
14396.0,92,5,1523.59,2,4,4,244,At Risk
14398.0,124,1,446.49,2,1,2,212,Lost
14399.0,19,7,1934.17,4,5,4,454,Champions
14400.0,4,2,1157.77,5,3,4,534,Need Attention
14401.0,20,9,2744.42,4,5,5,455,Champions
14402.0,249,1,285.6,1,1,2,112,Lost
14403.0,186,2,404.7,1,3,2,132,Need Attention
14404.0,91,7,1291.31,2,5,4,254,At Risk
14408.0,68,4,1503.2400000000002,3,4,4,344,Loyal Customers
14409.0,81,2,787.9499999999999,2,3,3,233,Need Attention
14410.0,33,1,460.17,4,1,2,412,New Customers
14412.0,21,1,656.16,4,1,3,413,New Customers
14413.0,6,3,647.67,5,3,3,533,Need Attention
14415.0,28,8,4514.81,4,5,5,455,Champions
14420.0,108,2,844.1,2,3,3,233,Need Attention
14421.0,109,4,1656.26,2,4,4,244,At Risk
14422.0,33,11,4982.62,4,5,5,455,Champions
14423.0,34,2,651.41,3,3,3,333,Potential Loyalists
14425.0,31,3,661.39,4,3,3,433,Need Attention
14426.0,57,6,5376.16,3,5,5,355,Loyal Customers
14427.0,91,2,900.1800000000001,2,3,3,233,Need Attention
14430.0,108,3,1220.9,2,3,4,234,Need Attention
14431.0,51,2,2017.18,3,3,5,335,Potential Loyalists
14433.0,62,1,289.6,3,1,2,312,Need Attention
14435.0,98,1,90.42,2,1,1,211,Lost
14436.0,150,1,182.64000000000001,2,1,1,211,Lost
14437.0,1,4,832.84,5,4,3,543,Champions
14439.0,39,4,6781.8,3,4,5,345,Loyal Customers
14440.0,10,6,2939.15,5,5,5,555,Champions
14441.0,48,6,2425.27,3,5,5,355,Loyal Customers
14442.0,10,5,3777.2,5,4,5,545,Champions
14444.0,52,1,132.04,3,1,1,311,Need Attention
14445.0,52,1,221.65,3,1,1,311,Need Attention
14449.0,12,3,609.64,5,3,3,533,Need Attention
14450.0,207,1,196.07999999999998,1,1,1,111,Lost
14451.0,15,9,2183.21,5,5,5,555,Champions
14452.0,118,1,127.3,2,1,1,211,Lost
14454.0,36,4,803.6,3,4,3,343,Loyal Customers
14455.0,28,4,628.21,4,4,3,443,Champions
14459.0,248,1,3537.821,1,1,5,115,Lost
14460.0,10,5,608.16,5,4,3,543,Champions
14461.0,34,9,3749.03,3,5,5,355,Loyal Customers
14462.0,28,1,265.99,4,1,2,412,New Customers
14463.0,96,1,256.95,2,1,2,212,Lost
14464.0,164,2,111.0,2,3,1,231,Need Attention
14465.0,24,8,2887.4100000000003,4,5,5,455,Champions
14466.0,21,6,1994.75,4,5,5,455,Champions
14467.0,49,6,1107.73,3,5,4,354,Loyal Customers
14468.0,330,1,204.24,1,1,1,111,Lost
14469.0,12,4,2112.21,5,4,5,545,Champions
14470.0,27,1,250.85,4,1,2,412,New Customers
14471.0,187,2,400.95,1,3,2,132,Need Attention
14472.0,286,1,291.38,1,1,2,112,Lost
14474.0,176,1,730.42,1,1,3,113,Lost
14475.0,5,1,225.3,5,1,1,511,New Customers
14477.0,32,3,660.0,4,3,3,433,Need Attention
14478.0,82,3,932.5600000000001,2,3,4,234,Need Attention
14479.0,15,2,808.46,5,3,3,533,Need Attention
14480.0,34,2,676.9300000000001,3,3,3,333,Potential Loyalists
14481.0,3,3,1674.98,5,3,4,534,Need Attention
14482.0,41,3,1051.7,3,3,4,334,Potential Loyalists
14483.0,333,1,120.0,1,1,1,111,Lost
14484.0,234,2,528.6800000000001,1,3,3,133,Need Attention
14486.0,108,2,175.5,2,3,1,231,Need Attention
14489.0,33,3,1111.55,4,3,4,434,Need Attention
14490.0,2,2,1273.47,5,3,4,534,Need Attention
14492.0,27,7,1921.91,4,5,4,454,Champions
14493.0,104,4,1884.74,2,4,4,244,At Risk
14494.0,328,1,114.3,1,1,1,111,Lost
14495.0,256,1,51.0,1,1,1,111,Lost
14496.0,5,3,1341.83,5,3,4,534,Need Attention
14497.0,270,1,221.69,1,1,1,111,Lost
14498.0,19,4,1360.53,4,4,4,444,Champions
14499.0,18,2,730.09,4,3,3,433,Need Attention
14505.0,74,10,5032.72,3,5,5,355,Loyal Customers
14506.0,196,1,391.5,1,1,2,112,Lost
14507.0,14,4,1330.8700000000001,5,4,4,544,Champions
14508.0,137,2,308.61,2,3,2,232,Need Attention
14509.0,131,1,110.95,2,1,1,211,Lost
14510.0,33,2,501.53,4,3,3,433,Need Attention
14512.0,110,4,623.6800000000001,2,4,3,243,At Risk
14513.0,33,3,332.42,4,3,2,432,Need Attention
14514.0,33,6,3543.63,4,5,5,455,Champions
14515.0,3,3,833.17,5,3,3,533,Need Attention
14516.0,112,1,163.92,2,1,1,211,Lost
14519.0,280,2,206.09,1,3,1,131,Need Attention
14521.0,87,1,199.45000000000002,2,1,1,211,Lost
14522.0,192,4,784.08,1,4,3,143,At Risk
14524.0,6,4,1066.03,5,4,4,544,Champions
14525.0,24,8,3908.44,4,5,5,455,Champions
14527.0,5,58,17232.34,5,5,5,555,Champions
14530.0,5,9,3134.67,5,5,5,555,Champions
14531.0,76,1,376.34,3,1,2,312,Need Attention
14532.0,8,7,2926.33,5,5,5,555,Champions
14533.0,3,4,1516.65,5,4,4,544,Champions
14534.0,7,7,1659.76,5,5,4,554,Champions
14535.0,103,5,2685.15,2,4,5,245,At Risk
14537.0,220,1,285.84000000000003,1,1,2,112,Lost
14538.0,127,3,982.59,2,3,4,234,Need Attention
14540.0,26,7,2526.88,4,5,5,455,Champions
14541.0,12,6,1038.03,5,5,4,554,Champions
14543.0,12,22,10973.64,5,5,5,555,Champions
14544.0,66,1,957.98,3,1,4,314,Need Attention
14545.0,270,1,349.25,1,1,2,112,Lost
14546.0,6,5,2166.22,5,4,5,545,Champions
14548.0,80,7,1974.69,2,5,5,255,At Risk
14549.0,17,3,627.3100000000001,4,3,3,433,Need Attention
14550.0,80,1,289.51,2,1,2,212,Lost
14551.0,7,5,693.81,5,4,3,543,Champions
14552.0,189,1,173.72,1,1,1,111,Lost
14553.0,8,4,982.27,5,4,4,544,Champions
14555.0,124,3,1277.64,2,3,4,234,Need Attention
14556.0,192,3,835.34,1,3,3,133,Need Attention
14558.0,251,3,655.5,1,3,3,133,Need Attention
14560.0,17,19,3596.88,4,5,5,455,Champions
14562.0,60,7,1282.63,3,5,4,354,Loyal Customers
14563.0,106,2,679.44,2,3,3,233,Need Attention
14564.0,31,2,2605.62,4,3,5,435,Need Attention
14565.0,70,1,760.1,3,1,3,313,Need Attention
14566.0,13,3,2660.0,5,3,5,535,Need Attention
14568.0,31,1,919.7,4,1,4,414,New Customers
14569.0,49,3,371.59,3,3,2,332,Potential Loyalists
14570.0,40,1,395.69,3,1,2,312,Need Attention
14571.0,21,1,161.65,4,1,1,411,New Customers
14572.0,13,4,2782.34,5,4,5,545,Champions
14573.0,140,4,554.9,2,4,3,243,At Risk
14574.0,329,1,143.70000000000002,1,1,1,111,Lost
14575.0,84,1,460.71,2,1,2,212,Lost
14577.0,278,2,323.74,1,3,2,132,Need Attention
14579.0,28,1,105.56,4,1,1,411,New Customers
14580.0,114,1,14.850000000000001,2,1,1,211,Lost
14581.0,140,1,295.2,2,1,2,212,Lost
14583.0,129,2,534.08,2,3,3,233,Need Attention
14584.0,18,4,705.65,4,4,3,443,Champions
14585.0,13,1,221.65,5,1,1,511,New Customers
14588.0,174,1,135.39,2,1,1,211,Lost
14590.0,21,20,3006.62,4,5,5,455,Champions
14593.0,133,7,1956.39,2,5,4,254,At Risk
14595.0,50,2,423.85,3,3,2,332,Potential Loyalists
14596.0,223,1,229.47,1,1,1,111,Lost
14597.0,34,1,100.5,3,1,1,311,Need Attention
14598.0,166,1,162.07,2,1,1,211,Lost
14599.0,105,1,185.64000000000001,2,1,1,211,Lost
14602.0,252,1,205.35999999999999,1,1,1,111,Lost
14604.0,230,1,143.85999999999999,1,1,1,111,Lost
14605.0,193,3,589.96,1,3,3,133,Need Attention
14606.0,7,90,16075.32,5,5,5,555,Champions
14607.0,64,8,7568.13,3,5,5,355,Loyal Customers
14608.0,6,6,1160.99,5,5,4,554,Champions
14609.0,56,5,620.64,3,4,3,343,Loyal Customers
14610.0,110,1,13.45,2,1,1,211,Lost
14611.0,40,2,604.3299999999999,3,3,3,333,Potential Loyalists
14612.0,11,1,877.7,5,1,3,513,New Customers
14613.0,277,1,76.32000000000001,1,1,1,111,Lost
14615.0,48,4,817.51,3,4,3,343,Loyal Customers
14616.0,145,1,42.5,2,1,1,211,Lost
14617.0,12,1,81.47000000000001,5,1,1,511,New Customers
14618.0,12,3,694.71,5,3,3,533,Need Attention
14619.0,137,1,896.8000000000001,2,1,3,213,Lost
14621.0,108,4,1212.21,2,4,4,244,At Risk
14623.0,52,4,1018.73,3,4,4,344,Loyal Customers
14624.0,11,4,588.22,5,4,3,543,Champions
14625.0,34,7,2720.65,3,5,5,355,Loyal Customers
14626.0,36,6,2301.7,3,5,5,355,Loyal Customers
14628.0,38,3,1326.04,3,3,4,334,Potential Loyalists
14630.0,80,1,338.65,2,1,2,212,Lost
14631.0,12,2,641.65,5,3,3,533,Need Attention
14634.0,34,4,2124.46,3,4,5,345,Loyal Customers
14635.0,50,1,215.22,3,1,1,311,Need Attention
14637.0,273,1,106.67999999999999,1,1,1,111,Lost
14639.0,5,3,1994.47,5,3,5,535,Need Attention
14640.0,6,4,1541.98,5,4,4,544,Champions
14643.0,214,3,986.08,1,3,4,134,Need Attention
14644.0,11,5,1416.96,5,4,4,544,Champions
14645.0,231,1,279.8,1,1,2,112,Lost
14646.0,17,62,215202.16,4,5,5,455,Champions
14647.0,120,1,276.75,2,1,2,212,Lost
14648.0,13,15,4546.86,5,5,5,555,Champions
14649.0,35,4,1544.8799999999999,3,4,4,344,Loyal Customers
14650.0,185,1,62.5,1,1,1,111,Lost
14651.0,21,6,1114.25,4,5,4,454,Champions
14653.0,110,5,1666.99,2,4,4,244,At Risk
14654.0,335,1,246.86,1,1,2,112,Lost
14655.0,119,2,1533.74,2,3,4,234,Need Attention
14656.0,12,3,523.6,5,3,3,533,Need Attention
14657.0,25,2,612.65,4,3,3,433,Need Attention
14662.0,24,3,645.16,4,3,3,433,Need Attention
14663.0,27,2,490.6,4,3,3,433,Need Attention
14665.0,23,2,913.95,4,3,4,434,Need Attention
14667.0,14,26,9998.02,5,5,5,555,Champions
14668.0,41,1,111.63,3,1,1,311,Need Attention
14669.0,230,4,1973.94,1,4,5,145,At Risk
14670.0,328,1,190.47,1,1,1,111,Lost
14671.0,146,2,1127.45,2,3,4,234,Need Attention
14672.0,112,2,347.59,2,3,2,232,Need Attention
14673.0,6,1,553.66,5,1,3,513,New Customers
14674.0,105,1,173.66,2,1,1,211,Lost
14676.0,41,4,4322.91,3,4,5,345,Loyal Customers
14677.0,189,1,184.91,1,1,1,111,Lost
14678.0,175,1,403.39,1,1,2,112,Lost
14679.0,118,2,916.9,2,3,4,234,Need Attention
14680.0,18,37,23815.49,4,5,5,455,Champions
14681.0,241,2,168.0,1,3,1,131,Need Attention
14682.0,25,4,1462.81,4,4,4,444,Champions
14683.0,184,1,146.56,1,1,1,111,Lost
14685.0,173,8,4619.79,2,5,5,255,At Risk
14686.0,10,5,885.83,5,4,3,543,Champions
14687.0,148,1,311.65999999999997,2,1,2,212,Lost
14688.0,11,6,1286.06,5,5,4,554,Champions
14690.0,7,1,242.12,5,1,2,512,New Customers
14692.0,12,7,989.49,5,5,4,554,Champions
14693.0,22,6,992.46,4,5,4,454,Champions
14694.0,213,1,244.31,1,1,2,112,Lost
14695.0,115,3,1620.07,2,3,4,234,Need Attention
14696.0,18,1,394.33,4,1,2,412,New Customers
14699.0,31,3,593.47,4,3,3,433,Need Attention
